Date,City,PM2.5,PM10,NO2,AQI
2022-12-10,Beijing,120.82,224.99,49.61,181.0
2022-12-11,Beijing,134.03,187.03,41.23,201.0
2022-12-12,Beijing,139.47,195.31,49.08,209.0
2022-12-13,Beijing,129.22,185.36,52.66,194.0
2022-12-14,Beijing,141.59,200.5,43.71,212.0
2022-12-15,Beijing,127.73,223.95,39.48,192.0
2022-12-16,Beijing,131.36,198.28,48.48,197.0
2022-12-17,Beijing,123.41,188.41,38.71,185.0
2022-12-18,Beijing,132.54,182.62,49.81,199.0
2022-12-19,Beijing,146.7,207.01,43.92,220.0
2022-12-20,Beijing,142.57,202.2,50.08,214.0
2022-12-21,Beijing,137.95,204.41,52.84,207.0
2022-12-22,Beijing,151.69,182.05,50.84,228.0
2022-12-23,Beijing,114.87,194.08,53.03,172.0
2022-12-24,Beijing,136.96,214.76,41.28,205.0
2022-12-25,Beijing,143.81,189.37,46.63,216.0
2022-12-26,Beijing,131.43,208.74,51.76,197.0
2022-12-27,Beijing,126.83,202.0,44.43,190.0
2022-12-28,Beijing,142.81,189.4,54.41,214.0
2022-12-29,Beijing,138.5,248.72,41.85,208.0
2022-12-30,Beijing,140.84,203.79,47.14,211.0
2022-12-31,Beijing,117.45,201.58,45.02,176.0
2023-01-01,Beijing,149.03,188.08,48.15,224.0
2023-01-02,Beijing,143.16,221.99,46.03,215.0
2023-01-03,Beijing,135.17,215.98,36.05,203.0
2023-01-04,Beijing,129.72,214.36,40.23,195.0
2023-01-05,Beijing,131.25,181.88,39.38,197.0
2023-01-06,Beijing,125.78,213.01,48.37,189.0
2023-01-07,Beijing,154.31,210.35,45.42,231.0
2023-01-08,Beijing,136.62,200.86,37.97,205.0
2023-01-09,Beijing,126.01,173.67,37.68,189.0
2023-01-10,Beijing,132.28,184.74,32.49,198.0
2023-01-11,Beijing,130.17,197.81,43.12,195.0
2023-01-12,Beijing,146.19,186.25,44.4,219.0
2023-01-13,Beijing,124.15,208.68,53.79,186.0
2023-01-14,Beijing,139.82,215.35,37.96,210.0
2023-01-15,Beijing,111.82,212.68,41.64,168.0
2023-01-16,Beijing,139.8,216.11,47.88,210.0
2023-01-17,Beijing,143.69,208.34,50.25,216.0
2023-01-18,Beijing,138.85,198.82,42.69,208.0
2023-01-19,Beijing,147.82,204.24,37.66,222.0
2023-01-20,Beijing,143.69,210.25,42.77,216.0
2023-01-21,Beijing,146.04,219.41,48.26,219.0
2023-01-22,Beijing,117.57,188.76,43.27,176.0
2023-01-23,Beijing,146.11,187.86,51.46,219.0
2023-01-24,Beijing,141.54,197.16,45.89,212.0
2023-01-25,Beijing,123.25,174.01,45.13,185.0
2023-01-26,Beijing,129.19,190.65,46.41,194.0
2023-01-27,Beijing,134.08,219.51,43.89,201.0
2023-01-28,Beijing,122.25,190.98,40.08,183.0
2023-01-29,Beijing,149.31,207.21,51.27,224.0
2023-01-30,Beijing,112.66,213.65,50.31,169.0
2023-01-31,Beijing,133.53,196.28,37.35,200.0
2023-02-01,Beijing,129.38,210.17,49.73,194.0
2023-02-02,Beijing,137.69,203.66,46.27,207.0
2023-02-03,Beijing,123.87,200.28,43.42,186.0
2023-02-04,Beijing,128.96,196.45,39.75,193.0
2023-02-05,Beijing,126.27,169.68,39.98,189.0
2023-02-06,Beijing,123.14,200.78,43.49,185.0
2023-02-07,Beijing,121.83,202.66,50.2,183.0
2023-02-08,Beijing,123.97,217.69,48.31,186.0
2023-02-09,Beijing,135.35,177.12,38.38,203.0
2023-02-10,Beijing,127.52,205.24,40.56,191.0
2023-02-11,Beijing,135.46,234.09,43.27,203.0
2023-02-12,Beijing,139.31,193.56,46.7,209.0
2023-02-13,Beijing,127.14,201.68,49.37,191.0
2023-02-14,Beijing,119.89,181.69,52.22,180.0
2023-02-15,Beijing,152.92,180.28,46.11,229.0
2023-02-16,Beijing,98.36,202.87,48.68,148.0
2023-02-17,Beijing,122.7,186.68,45.81,184.0
2023-02-18,Beijing,138.23,212.53,43.07,207.0
2023-02-19,Beijing,112.03,185.6,39.92,168.0
2023-02-20,Beijing,115.43,171.36,38.3,173.0
2023-02-21,Beijing,112.97,205.68,39.56,169.0
2023-02-22,Beijing,109.07,198.44,48.04,164.0
2023-02-23,Beijing,133.71,198.83,49.78,201.0
2023-02-24,Beijing,121.93,198.63,44.78,183.0
2023-02-25,Beijing,139.38,165.01,47.35,209.0
2023-02-26,Beijing,117.81,191.56,36.61,177.0
2023-02-27,Beijing,119.4,178.1,39.53,179.0
2023-02-28,Beijing,121.29,196.97,51.43,182.0
2023-03-01,Beijing,133.1,188.59,46.41,200.0
2023-03-02,Beijing,125.31,186.11,45.83,188.0
2023-03-03,Beijing,126.01,185.39,30.35,189.0
2023-03-04,Beijing,125.54,211.73,47.15,188.0
2023-03-05,Beijing,130.03,158.51,49.11,195.0
2023-03-06,Beijing,121.6,195.66,35.19,182.0
2023-03-07,Beijing,115.08,199.69,36.39,173.0
2023-03-08,Beijing,112.31,193.98,44.85,168.0
2023-03-09,Beijing,128.91,172.7,39.19,193.0
2023-03-10,Beijing,126.61,183.76,41.54,190.0
2023-03-11,Beijing,113.29,175.06,43.41,170.0
2023-03-12,Beijing,130.77,204.17,48.91,196.0
2023-03-13,Beijing,129.79,180.05,46.93,195.0
2023-03-14,Beijing,117.99,181.77,47.75,177.0
2023-03-15,Beijing,96.01,191.53,52.36,144.0
2023-03-16,Beijing,112.45,177.62,40.07,169.0
2023-03-17,Beijing,90.91,164.2,40.04,136.0
2023-03-18,Beijing,118.92,176.05,49.61,178.0
2023-03-19,Beijing,123.3,183.93,47.61,185.0
2023-03-20,Beijing,118.33,192.31,40.42,177.0
2023-03-21,Beijing,130.78,179.75,33.28,196.0
2023-03-22,Beijing,125.81,169.19,39.21,189.0
2023-03-23,Beijing,112.68,177.99,42.33,169.0
2023-03-24,Beijing,117.92,173.64,54.57,177.0
2023-03-25,Beijing,115.56,173.34,41.82,173.0
2023-03-26,Beijing,114.93,184.54,45.4,172.0
2023-03-27,Beijing,107.82,173.71,45.19,162.0
2023-03-28,Beijing,114.13,202.15,30.55,171.0
2023-03-29,Beijing,127.85,207.43,46.8,192.0
2023-03-30,Beijing,88.06,205.29,45.08,132.0
2023-03-31,Beijing,117.54,176.16,35.68,176.0
2023-04-01,Beijing,109.05,174.96,36.96,164.0
2023-04-02,Beijing,103.59,172.3,36.54,155.0
2023-04-03,Beijing,125.05,171.45,28.96,188.0
2023-04-04,Beijing,110.17,159.04,43.96,165.0
2023-04-05,Beijing,118.68,167.48,47.29,178.0
2023-04-06,Beijing,122.63,167.34,45.75,184.0
2023-04-07,Beijing,79.08,154.5,33.66,119.0
2023-04-08,Beijing,101.64,195.97,37.81,152.0
2023-04-09,Beijing,100.74,165.11,36.1,151.0
2023-04-10,Beijing,97.88,164.74,41.09,147.0
2023-04-11,Beijing,107.22,180.42,39.36,161.0
2023-04-12,Beijing,102.8,165.86,42.11,154.0
2023-04-13,Beijing,102.25,142.59,33.71,153.0
2023-04-14,Beijing,111.41,178.92,34.2,167.0
2023-04-15,Beijing,95.74,185.92,36.3,144.0
2023-04-16,Beijing,90.01,173.55,38.08,135.0
2023-04-17,Beijing,117.25,174.29,38.05,176.0
2023-04-18,Beijing,114.76,157.99,35.9,172.0
2023-04-19,Beijing,112.21,145.5,39.49,168.0
2023-04-20,Beijing,94.04,163.64,38.88,141.0
2023-04-21,Beijing,97.05,155.62,39.74,146.0
2023-04-22,Beijing,118.15,166.39,31.48,177.0
2023-04-23,Beijing,93.58,177.96,36.91,140.0
2023-04-24,Beijing,107.76,154.99,33.27,162.0
2023-04-25,Beijing,91.09,169.85,37.24,137.0
2023-04-26,Beijing,121.81,170.53,46.04,183.0
2023-04-27,Beijing,101.07,164.68,39.31,152.0
2023-04-28,Beijing,74.87,152.16,41.74,112.0
2023-04-29,Beijing,101.71,169.46,42.29,153.0
2023-04-30,Beijing,106.34,139.19,43.34,160.0
2023-05-01,Beijing,119.29,154.46,33.81,179.0
2023-05-02,Beijing,102.65,128.49,34.73,154.0
2023-05-03,Beijing,105.49,189.41,20.41,158.0
2023-05-04,Beijing,104.81,152.85,37.11,157.0
2023-05-05,Beijing,92.82,158.45,33.7,139.0
2023-05-06,Beijing,87.99,143.33,46.58,132.0
2023-05-07,Beijing,95.23,171.53,31.84,143.0
2023-05-08,Beijing,96.38,144.44,29.39,145.0
2023-05-09,Beijing,106.72,135.14,31.98,160.0
2023-05-10,Beijing,88.99,177.57,37.0,133.0
2023-05-11,Beijing,115.01,164.62,43.3,173.0
2023-05-12,Beijing,111.66,149.6,32.5,167.0
2023-05-13,Beijing,88.86,166.92,29.88,133.0
2023-05-14,Beijing,79.29,155.25,38.49,119.0
2023-05-15,Beijing,95.22,133.22,35.04,143.0
2023-05-16,Beijing,92.12,186.03,28.7,138.0
2023-05-17,Beijing,92.38,135.12,33.24,139.0
2023-05-18,Beijing,98.34,122.82,30.03,148.0
2023-05-19,Beijing,95.26,140.14,22.92,143.0
2023-05-20,Beijing,91.39,149.98,32.28,137.0
2023-05-21,Beijing,87.16,138.14,33.49,131.0
2023-05-22,Beijing,96.42,151.49,31.91,145.0
2023-05-23,Beijing,95.58,114.46,30.92,143.0
2023-05-24,Beijing,85.79,147.12,44.24,129.0
2023-05-25,Beijing,102.08,157.71,38.58,153.0
2023-05-26,Beijing,90.62,158.4,37.52,136.0
2023-05-27,Beijing,68.3,128.71,34.45,102.0
2023-05-28,Beijing,105.28,114.47,28.95,158.0
2023-05-29,Beijing,99.18,146.51,32.34,149.0
2023-05-30,Beijing,85.05,166.74,38.09,128.0
2023-05-31,Beijing,85.53,152.59,26.1,128.0
2023-06-01,Beijing,85.52,149.63,32.0,128.0
2023-06-02,Beijing,91.32,145.7,39.03,137.0
2023-06-03,Beijing,93.41,160.14,37.41,140.0
2023-06-04,Beijing,100.95,150.94,26.91,151.0
2023-06-05,Beijing,101.62,164.32,32.73,152.0
2023-06-06,Beijing,103.64,175.37,34.41,155.0
2023-06-07,Beijing,90.04,152.79,33.09,135.0
2023-06-08,Beijing,101.81,144.97,33.31,153.0
2023-06-09,Beijing,81.87,153.29,37.04,123.0
2023-06-10,Beijing,123.87,122.98,39.62,186.0
2023-06-11,Beijing,88.88,159.79,30.5,133.0
2023-06-12,Beijing,93.28,153.57,34.39,140.0
2023-06-13,Beijing,74.36,133.25,31.51,112.0
2023-06-14,Beijing,93.62,124.14,31.81,140.0
2023-06-15,Beijing,113.78,134.79,41.2,171.0
2023-06-16,Beijing,95.88,154.29,35.48,144.0
2023-06-17,Beijing,72.15,147.76,33.17,108.0
2023-06-18,Beijing,82.41,140.6,32.6,124.0
2023-06-19,Beijing,92.65,134.1,34.38,139.0
2023-06-20,Beijing,87.45,156.89,38.84,131.0
2023-06-21,Beijing,92.86,114.96,34.24,139.0
2023-06-22,Beijing,87.42,138.01,33.25,131.0
2023-06-23,Beijing,88.5,166.68,26.22,133.0
2023-06-24,Beijing,90.6,124.75,34.77,136.0
2023-06-25,Beijing,90.48,154.68,31.08,136.0
2023-06-26,Beijing,73.87,170.4,37.7,111.0
2023-06-27,Beijing,102.78,151.07,38.04,154.0
2023-06-28,Beijing,99.11,147.56,34.63,149.0
2023-06-29,Beijing,97.16,154.44,31.78,146.0
2023-06-30,Beijing,78.0,137.7,37.91,117.0
2023-07-01,Beijing,71.53,139.42,29.0,107.0
2023-07-02,Beijing,91.85,134.06,41.37,138.0
2023-07-03,Beijing,86.3,143.28,31.7,129.0
2023-07-04,Beijing,81.47,110.65,31.97,122.0
2023-07-05,Beijing,84.39,149.79,31.43,127.0
2023-07-06,Beijing,99.87,199.14,45.65,150.0
2023-07-07,Beijing,98.43,129.25,27.15,148.0
2023-07-08,Beijing,86.09,137.39,28.99,129.0
2023-07-09,Beijing,85.2,157.27,42.55,128.0
2023-07-10,Beijing,100.38,149.09,31.76,151.0
2023-07-11,Beijing,80.8,171.83,35.08,121.0
2023-07-12,Beijing,90.74,163.72,30.79,136.0
2023-07-13,Beijing,101.94,168.37,38.55,153.0
2023-07-14,Beijing,101.94,146.63,26.25,153.0
2023-07-15,Beijing,86.65,155.59,37.45,130.0
2023-07-16,Beijing,92.33,127.46,30.78,138.0
2023-07-17,Beijing,102.99,165.56,28.87,154.0
2023-07-18,Beijing,80.51,166.91,38.52,121.0
2023-07-19,Beijing,96.18,151.69,34.65,144.0
2023-07-20,Beijing,113.17,141.08,36.76,170.0
2023-07-21,Beijing,70.01,147.88,33.04,105.0
2023-07-22,Beijing,94.94,160.77,48.69,142.0
2023-07-23,Beijing,78.47,157.81,38.92,118.0
2023-07-24,Beijing,90.54,157.46,39.97,136.0
2023-07-25,Beijing,96.3,149.08,32.34,144.0
2023-07-26,Beijing,94.92,143.21,36.5,142.0
2023-07-27,Beijing,92.56,135.97,30.66,139.0
2023-07-28,Beijing,91.72,146.49,47.75,138.0
2023-07-29,Beijing,114.44,155.7,36.26,172.0
2023-07-30,Beijing,97.58,150.23,43.11,146.0
2023-07-31,Beijing,107.13,150.03,29.28,161.0
2023-08-01,Beijing,85.11,153.59,41.48,128.0
2023-08-02,Beijing,91.98,168.86,36.93,138.0
2023-08-03,Beijing,81.12,166.1,40.47,122.0
2023-08-04,Beijing,80.77,139.81,34.5,121.0
2023-08-05,Beijing,98.51,156.29,36.26,148.0
2023-08-06,Beijing,107.93,155.61,37.38,162.0
2023-08-07,Beijing,97.65,190.4,31.05,146.0
2023-08-08,Beijing,100.13,153.1,27.79,150.0
2023-08-09,Beijing,105.5,149.98,40.29,158.0
2023-08-10,Beijing,95.93,135.61,33.41,144.0
2023-08-11,Beijing,101.43,147.03,34.95,152.0
2023-08-12,Beijing,111.46,140.79,32.54,167.0
2023-08-13,Beijing,95.53,179.64,38.7,143.0
2023-08-14,Beijing,83.63,126.76,40.24,125.0
2023-08-15,Beijing,75.42,147.3,45.46,113.0
2023-08-16,Beijing,85.93,173.45,40.06,129.0
2023-08-17,Beijing,112.87,153.27,20.45,169.0
2023-08-18,Beijing,123.36,151.0,38.34,185.0
2023-08-19,Beijing,86.69,162.81,38.68,130.0
2023-08-20,Beijing,110.95,149.47,42.26,166.0
2023-08-21,Beijing,109.75,155.66,41.78,165.0
2023-08-22,Beijing,94.13,161.25,39.33,141.0
2023-08-23,Beijing,93.68,170.91,33.69,141.0
2023-08-24,Beijing,79.84,140.49,35.22,120.0
2023-08-25,Beijing,105.4,167.49,38.89,158.0
2023-08-26,Beijing,101.05,192.78,33.71,152.0
2023-08-27,Beijing,112.16,135.96,28.33,168.0
2023-08-28,Beijing,88.5,165.69,32.01,133.0
2023-08-29,Beijing,83.28,160.87,32.51,125.0
2023-08-30,Beijing,95.45,122.49,32.33,143.0
2023-08-31,Beijing,94.59,170.2,33.99,142.0
2023-09-01,Beijing,94.69,165.55,31.91,142.0
2023-09-02,Beijing,101.11,133.01,31.33,152.0
2023-09-03,Beijing,97.81,146.26,39.35,147.0
2023-09-04,Beijing,93.41,187.12,36.48,140.0
2023-09-05,Beijing,100.77,170.62,38.9,151.0
2023-09-06,Beijing,105.8,185.41,45.7,159.0
2023-09-07,Beijing,113.85,144.56,29.34,171.0
2023-09-08,Beijing,109.84,156.87,33.03,165.0
2023-09-09,Beijing,95.38,190.36,28.36,143.0
2023-09-10,Beijing,90.88,140.26,30.94,136.0
2023-09-11,Beijing,94.89,178.68,31.58,142.0
2023-09-12,Beijing,85.61,171.98,39.82,128.0
2023-09-13,Beijing,84.56,165.75,36.58,127.0
2023-09-14,Beijing,106.64,155.99,36.39,160.0
2023-09-15,Beijing,99.88,181.79,27.53,150.0
2023-09-16,Beijing,86.75,177.01,32.98,130.0
2023-09-17,Beijing,84.88,139.88,21.24,127.0
2023-09-18,Beijing,83.05,167.13,34.92,125.0
2023-09-19,Beijing,86.2,167.28,31.26,129.0
2023-09-20,Beijing,109.06,164.63,21.31,164.0
2023-09-21,Beijing,86.52,170.33,27.17,130.0
2023-09-22,Beijing,92.61,129.58,27.06,139.0
2023-09-23,Beijing,92.27,150.22,34.7,138.0
2023-09-24,Beijing,91.9,166.15,27.04,138.0
2023-09-25,Beijing,88.03,126.49,36.82,132.0
2023-09-26,Beijing,101.87,163.62,33.1,153.0
2023-09-27,Beijing,98.73,182.16,33.67,148.0
2023-09-28,Beijing,97.95,166.33,30.05,147.0
2023-09-29,Beijing,85.46,150.59,37.3,128.0
2023-09-30,Beijing,91.98,167.81,28.59,138.0
2023-10-01,Beijing,103.62,150.08,33.23,155.0
2023-10-02,Beijing,99.07,137.54,36.45,149.0
2023-10-03,Beijing,109.96,164.73,30.33,165.0
2023-10-04,Beijing,107.08,150.88,34.08,161.0
2023-10-05,Beijing,100.87,182.56,24.14,151.0
2023-10-06,Beijing,75.11,176.46,28.04,113.0
2023-10-07,Beijing,78.18,138.41,39.86,117.0
2023-10-08,Beijing,114.07,131.12,29.63,171.0
2023-10-09,Beijing,94.18,181.58,41.85,141.0
2023-10-10,Beijing,85.24,162.6,24.44,128.0
2023-10-11,Beijing,98.5,143.26,33.07,148.0
2023-10-12,Beijing,98.94,146.47,30.57,148.0
2023-10-13,Beijing,98.24,154.5,35.42,147.0
2023-10-14,Beijing,87.65,168.16,30.88,131.0
2023-10-15,Beijing,102.37,170.69,35.77,154.0
2023-10-16,Beijing,95.77,143.06,37.63,144.0
2023-10-17,Beijing,98.82,150.91,37.08,148.0
2023-10-18,Beijing,93.95,191.09,41.68,141.0
2023-10-19,Beijing,94.61,181.23,29.8,142.0
2023-10-20,Beijing,101.92,180.99,19.35,153.0
2023-10-21,Beijing,80.66,179.09,31.17,121.0
2023-10-22,Beijing,111.78,142.39,37.76,168.0
2023-10-23,Beijing,99.15,164.77,39.07,149.0
2023-10-24,Beijing,81.73,156.81,31.98,123.0
2023-10-25,Beijing,96.18,154.64,35.43,144.0
2023-10-26,Beijing,81.28,163.02,36.08,122.0
2023-10-27,Beijing,99.54,171.68,39.77,149.0
2023-10-28,Beijing,102.36,189.43,35.42,154.0
2023-10-29,Beijing,80.63,150.13,33.38,121.0
2023-10-30,Beijing,100.74,190.05,30.46,151.0
2023-10-31,Beijing,95.45,163.99,26.33,143.0
2023-11-01,Beijing,99.46,158.65,40.35,149.0
2023-11-02,Beijing,87.7,155.92,34.33,132.0
2023-11-03,Beijing,94.91,151.34,24.76,142.0
2023-11-04,Beijing,110.34,137.5,26.05,166.0
2023-11-05,Beijing,102.57,175.01,32.77,154.0
2023-11-06,Beijing,103.79,170.37,29.1,156.0
2023-11-07,Beijing,95.84,193.78,30.41,144.0
2023-11-08,Beijing,102.49,139.76,34.91,154.0
2023-11-09,Beijing,98.24,137.55,29.84,147.0
2023-11-10,Beijing,81.97,155.59,28.37,123.0
2023-11-11,Beijing,101.9,157.49,35.33,153.0
2023-11-12,Beijing,106.75,172.56,36.84,160.0
2023-11-13,Beijing,111.11,177.27,26.15,167.0
2023-11-14,Beijing,104.95,175.39,35.24,157.0
2023-11-15,Beijing,104.97,203.01,38.82,157.0
2023-11-16,Beijing,88.26,196.09,30.06,132.0
2023-11-17,Beijing,99.2,145.75,22.32,149.0
2023-11-18,Beijing,106.3,182.43,23.6,159.0
2023-11-19,Beijing,95.41,197.39,23.9,143.0
2023-11-20,Beijing,110.18,139.46,36.29,165.0
2023-11-21,Beijing,109.73,186.15,42.22,165.0
2023-11-22,Beijing,116.37,184.7,29.86,175.0
2023-11-23,Beijing,118.69,196.55,37.72,178.0
2023-11-24,Beijing,127.46,172.35,32.69,191.0
2023-11-25,Beijing,115.37,170.11,48.95,173.0
2023-11-26,Beijing,105.27,190.97,30.28,158.0
2023-11-27,Beijing,111.26,175.16,30.22,167.0
2023-11-28,Beijing,113.15,172.44,44.2,170.0
2023-11-29,Beijing,115.65,162.91,36.27,173.0
2023-11-30,Beijing,121.61,159.49,39.18,182.0
2023-12-01,Beijing,99.58,184.85,41.11,149.0
2023-12-02,Beijing,100.19,193.52,38.03,150.0
2023-12-03,Beijing,101.87,184.04,44.87,153.0
2023-12-04,Beijing,97.23,167.76,32.85,146.0
2023-12-05,Beijing,130.47,204.48,33.67,196.0
2023-12-06,Beijing,121.76,194.82,35.24,183.0
2023-12-07,Beijing,120.81,191.91,39.96,181.0
2023-12-08,Beijing,130.67,182.79,32.01,196.0
2023-12-09,Beijing,121.09,194.76,30.48,182.0
2023-12-10,Beijing,119.42,187.2,30.75,179.0
2023-12-11,Beijing,105.96,166.68,33.8,159.0
2023-12-12,Beijing,116.81,190.44,41.74,175.0
2023-12-13,Beijing,129.24,171.54,40.49,194.0
2023-12-14,Beijing,88.77,188.54,37.95,133.0
2023-12-15,Beijing,103.09,180.67,29.6,155.0
2023-12-16,Beijing,111.66,194.39,36.13,167.0
2023-12-17,Beijing,117.03,192.15,43.22,176.0
2023-12-18,Beijing,106.91,175.44,45.15,160.0
2023-12-19,Beijing,137.91,223.43,43.51,207.0
2023-12-20,Beijing,100.08,201.73,37.61,150.0
2023-12-21,Beijing,116.95,195.66,36.28,175.0
2023-12-22,Beijing,116.11,197.25,41.38,174.0
2023-12-23,Beijing,117.74,199.79,34.62,177.0
2023-12-24,Beijing,113.42,179.28,32.15,170.0
2023-12-25,Beijing,110.29,181.27,40.65,165.0
2023-12-26,Beijing,120.45,193.91,36.07,181.0
2023-12-27,Beijing,127.37,211.41,43.49,191.0
2023-12-28,Beijing,112.0,212.09,43.37,168.0
2023-12-29,Beijing,124.34,186.62,43.28,187.0
2023-12-30,Beijing,104.57,212.24,41.94,157.0
2023-12-31,Beijing,113.0,202.48,30.42,169.0
2024-01-01,Beijing,116.64,194.87,38.89,175.0
2024-01-02,Beijing,127.2,227.0,41.93,191.0
2024-01-03,Beijing,112.54,207.37,42.7,169.0
2024-01-04,Beijing,124.67,191.13,43.39,187.0
2024-01-05,Beijing,122.2,204.81,44.42,183.0
2024-01-06,Beijing,127.48,213.78,42.37,191.0
2024-01-07,Beijing,119.83,150.76,33.11,180.0
2024-01-08,Beijing,127.51,208.09,40.87,191.0
2024-01-09,Beijing,113.72,212.69,36.04,171.0
2024-01-10,Beijing,128.75,209.24,41.07,193.0
2024-01-11,Beijing,114.07,211.8,33.78,171.0
2024-01-12,Beijing,110.83,190.9,47.67,166.0
2024-01-13,Beijing,101.33,200.79,33.31,152.0
2024-01-14,Beijing,118.16,209.73,35.23,177.0
2024-01-15,Beijing,125.5,193.78,39.43,188.0
2024-01-16,Beijing,113.82,184.94,39.56,171.0
2024-01-17,Beijing,123.04,204.12,42.07,185.0
2024-01-18,Beijing,119.71,207.73,41.1,180.0
2024-01-19,Beijing,107.35,172.87,35.78,161.0
2024-01-20,Beijing,120.07,184.02,34.66,180.0
2024-01-21,Beijing,112.68,173.34,40.84,169.0
2024-01-22,Beijing,131.01,208.23,33.96,197.0
2024-01-23,Beijing,128.04,184.0,42.72,192.0
2024-01-24,Beijing,107.13,190.42,31.67,161.0
2024-01-25,Beijing,120.56,213.1,39.72,181.0
2024-01-26,Beijing,117.36,177.99,38.36,176.0
2024-01-27,Beijing,121.0,186.61,36.89,182.0
2024-01-28,Beijing,123.76,167.52,38.37,186.0
2024-01-29,Beijing,116.54,177.83,40.87,175.0
2024-01-30,Beijing,101.3,200.02,38.86,152.0
2024-01-31,Beijing,121.57,197.78,32.41,182.0
2024-02-01,Beijing,108.63,176.26,45.75,163.0
2024-02-02,Beijing,114.62,178.97,41.56,172.0
2024-02-03,Beijing,121.35,190.84,37.06,182.0
2024-02-04,Beijing,103.87,176.71,39.78,156.0
2024-02-05,Beijing,126.2,172.14,40.33,189.0
2024-02-06,Beijing,120.6,175.63,35.73,181.0
2024-02-07,Beijing,104.44,159.2,35.61,157.0
2024-02-08,Beijing,95.56,203.5,31.54,143.0
2024-02-09,Beijing,101.04,180.78,29.25,152.0
2024-02-10,Beijing,120.42,170.26,30.86,181.0
2024-02-11,Beijing,128.51,195.42,38.59,193.0
2024-02-12,Beijing,100.86,158.44,32.88,151.0
2024-02-13,Beijing,109.1,176.97,32.96,164.0
2024-02-14,Beijing,113.72,193.65,34.44,171.0
2024-02-15,Beijing,116.65,196.33,24.13,175.0
2024-02-16,Beijing,110.17,204.2,40.23,165.0
2024-02-17,Beijing,106.85,161.21,22.36,160.0
2024-02-18,Beijing,102.77,169.33,31.54,154.0
2024-02-19,Beijing,112.83,171.1,48.01,169.0
2024-02-20,Beijing,114.86,200.96,26.17,172.0
2024-02-21,Beijing,124.62,174.28,37.37,187.0
2024-02-22,Beijing,95.26,194.04,42.73,143.0
2024-02-23,Beijing,104.43,179.54,38.5,157.0
2024-02-24,Beijing,110.41,144.3,32.35,166.0
2024-02-25,Beijing,96.09,169.4,40.28,144.0
2024-02-26,Beijing,106.63,189.76,33.43,160.0
2024-02-27,Beijing,94.8,155.96,34.81,142.0
2024-02-28,Beijing,92.74,173.89,32.72,139.0
2024-02-29,Beijing,111.92,167.55,38.42,168.0
2024-03-01,Beijing,96.98,191.61,35.8,145.0
2024-03-02,Beijing,111.78,146.66,33.6,168.0
2024-03-03,Beijing,118.77,187.96,36.18,178.0
2024-03-04,Beijing,110.7,164.37,32.91,166.0
2024-03-05,Beijing,111.1,169.27,32.61,167.0
2024-03-06,Beijing,108.7,181.83,29.92,163.0
2024-03-07,Beijing,100.39,163.54,37.51,151.0
2024-03-08,Beijing,121.81,187.92,36.36,183.0
2024-03-09,Beijing,104.64,174.45,27.78,157.0
2024-03-10,Beijing,90.89,179.41,31.68,136.0
2024-03-11,Beijing,108.21,174.25,35.57,162.0
2024-03-12,Beijing,110.49,176.87,35.63,166.0
2024-03-13,Beijing,104.75,181.4,37.69,157.0
2024-03-14,Beijing,107.39,156.86,34.27,161.0
2024-03-15,Beijing,109.59,173.95,33.88,164.0
2024-03-16,Beijing,108.27,161.78,26.74,162.0
2024-03-17,Beijing,107.54,205.34,33.78,161.0
2024-03-18,Beijing,109.4,165.89,32.74,164.0
2024-03-19,Beijing,115.77,123.06,36.8,174.0
2024-03-20,Beijing,117.02,174.59,37.02,176.0
2024-03-21,Beijing,102.94,178.82,40.64,154.0
2024-03-22,Beijing,108.26,185.1,40.6,162.0
2024-03-23,Beijing,112.52,194.95,30.2,169.0
2024-03-24,Beijing,106.75,180.73,21.78,160.0
2024-03-25,Beijing,108.54,178.28,36.4,163.0
2024-03-26,Beijing,107.86,159.73,32.97,162.0
2024-03-27,Beijing,98.01,159.74,42.73,147.0
2024-03-28,Beijing,94.41,163.08,40.26,142.0
2024-03-29,Beijing,97.63,190.54,41.8,146.0
2024-03-30,Beijing,98.53,162.33,32.19,148.0
2024-03-31,Beijing,103.26,163.75,30.67,155.0
2024-04-01,Beijing,102.28,184.77,32.97,153.0
2024-04-02,Beijing,86.19,168.59,33.21,129.0
2024-04-03,Beijing,113.69,148.48,40.16,171.0
2024-04-04,Beijing,99.47,194.01,30.61,149.0
2024-04-05,Beijing,88.95,145.66,34.84,133.0
2024-04-06,Beijing,93.79,151.24,35.46,141.0
2024-04-07,Beijing,102.12,157.37,33.26,153.0
2024-04-08,Beijing,89.75,134.77,29.2,135.0
2024-04-09,Beijing,112.14,146.37,24.83,168.0
2024-04-10,Beijing,101.84,148.98,40.54,153.0
2024-04-11,Beijing,112.29,156.92,30.23,168.0
2024-04-12,Beijing,91.53,158.95,35.1,137.0
2024-04-13,Beijing,83.87,151.86,38.4,126.0
2024-04-14,Beijing,83.42,164.85,26.49,125.0
2024-04-15,Beijing,112.71,181.57,35.6,169.0
2024-04-16,Beijing,105.26,181.65,31.85,158.0
2024-04-17,Beijing,72.21,139.84,33.52,108.0
2024-04-18,Beijing,100.35,180.03,29.61,151.0
2024-04-19,Beijing,91.4,164.78,31.76,137.0
2024-04-20,Beijing,94.15,150.99,40.69,141.0
2024-04-21,Beijing,104.9,145.13,30.04,157.0
